person_id,profile_title,standardized_role
842,oracle database administrator dba oracle database administrator dba,Database Administrator
843,dynamic it professional,Other IT Role
844,jordan fannin,Other IT Role
845,salesforce developer/salesforce admin salesforce developer/salesforce admin salesforce developer/salesforce admin,Other IT Role
846,database administrator,Database Administrator
847,village manager/case manager,Other IT Role
848,database analyst /system administrator,Database Administrator
849,brand ambassador independent contractor,Other IT Role
850,sherman oaks,Other IT Role
851,george p johnson,Other IT Role
852,database administrator/developer,Database Administrator
853,full-time 40 hrs /week,Other IT Role
854,international business analyst,Other IT Role
855,environmental health and safety manager,Other IT Role
856,executive assistant,Other IT Role
857,group service rep,Other IT Role
858,automation engineering technician,Other IT Role
859,ms sql server dba,Database Administrator
860,umakant tripathi,Other IT Role
861,business intelligence specialist,Other IT Role
862,database administrator/senior consultant,Database Administrator
863,lead database administrator,Database Administrator
864,senior database administrator,Database Administrator
865,enterprise database administrator,Database Administrator
866,web applications developer,Other IT Role
867,job seeker,Other IT Role
868,angela ngu,Other IT Role
869,sr data modeler consultant,Other IT Role
870,oracle database administrator,Database Administrator
871,integrated forces analyst,Other IT Role
872,customer service representative iii,Other IT Role
873,youth outreach worker,Other IT Role
874,oracle database administrator,Database Administrator
875,senior database administrator,Database Administrator
876,co-owner/chief financial officer,Other IT Role
877,nosql database analyst,Database Administrator
878,tania castaneda,Other IT Role
879,sql server dba,Database Administrator
880,technical support engineer,Other IT Role
881,carlis burns,Other IT Role
882,security specialist,Cybersecurity Analyst
883,kaitlyn heath,Other IT Role
884,production designer / location scout,UI/UX Designer
885,business analyst,Other IT Role
886,baishakhi mitra,Other IT Role
887,it analyst software engineering manager,Other IT Role
888,garrett frye,Other IT Role
889,security engineer,Cybersecurity Analyst
890,simpson thacher bartlett llp,Other IT Role
891,sunil raghav,Other IT Role
892,data manager full-time 40hr-per week,Other IT Role
893,site team lead project manager system/ database/client support administrator,Database Administrator
894,data analyst data analyst data analyst,Other IT Role
895,office administrator,Other IT Role
896,oracle database administrator,Database Administrator
897,database administrator iii,Database Administrator
898,oracle database administrator dba oracle database administrator dba,Database Administrator
899,betty zalenski,Other IT Role
901,sqa tester,QA Engineer
902,oracle database administrator,Database Administrator
903,technical engineer/support manager,Other IT Role
904,sheldon thorne,Other IT Role
905,technical support engineer/ implementation consultant,Other IT Role
906,database administrator,Database Administrator
907,asset protection specialist,Other IT Role
908,database administrator,Database Administrator
909,senior mongo db dba,Database Administrator
910,rick thomas,Other IT Role
911,database administrator,Database Administrator
913,navsheen grewal,Other IT Role
914,production coordinator,Other IT Role
915,qa tester /uat analyst,QA Engineer
916,front desk receptionist,Other IT Role
917,database administrator,Database Administrator
918,data/business analyst data/business analyst business intelligence developer data analyst,Other IT Role
919,senior field engineer texas,Other IT Role
920,crm/ database administrator,Database Administrator
921,systems engineer,Other IT Role
922,shahadat hossain,Other IT Role
923,sql server dba,Database Administrator
924,oracle database administrator,Database Administrator
925,staff accountant business development specialist,Other IT Role
926,database administrator,Database Administrator
927,lead database administrator,Database Administrator
928,oracle database administrator,Database Administrator
929,database administrator,Database Administrator
930,database administrator/ database developer,Database Administrator
931,database administrator,Database Administrator
932,demostenes gonzalez,Other IT Role
933,database administrator,Database Administrator
934,database administrator,Database Administrator
935,amarillo tx,Other IT Role
936,stanley reddy,Other IT Role
