person_id,institution,program,start_date,location,standardized_program,education_year
323,"rutgers, the state university of new jersey",bachelor of arts in political science,09/12,"newark, nj",Information Technology,
323,essex county college,associate of science in social science,09/10,"newark, nj",General Science,
325,"university of missouri - columbia, mo",b.s. in information technology,09/2009,"columbia, mo",Information Technology,2009
326,mary baldwin college,bachelors of science in psychology,09/12,"staunton, va",General Science,
326,liberty university online,master in arts in applied psychology program,09/17,,Other Education,
327,ged course,ged in general studies,09/00,"auburndale, fl",Other Education,
328,the american international university,bachelor in computer science,,,Computer Science,
328,strayer university,associate in information technology,,"woodbridge, va",Information Technology,
329,azerbaijan state oil academy,bachelor in information technology and systems engineering,,"baku, az",Information Technology,
329,azerbaijan state economic university,mba,,"baku, az",Business Administration,
329,virginia international university,master of science in information technology,,"fairfax, va",Information Technology,
330,florida state university,m.s in computer science,12/2014,"tallahassee, fl",Computer Science,2014
330,kurukshetra university,b.tech in electronics communication,08/2010,"kurukshetra, haryana",Electronics Engineering,2010
331,federal university of technology,bachelor of technology in applied geophysics,10/2010,october 2010,Physics,2010
333,virginia commonwealth university,m.s. in information systems,2007,,Other Education,2007
333,shanghai university of international business and economics,b.s. in economics,2003,,Other Education,2003
334,tufts university,bachelor of science in electrical engineering,,"medford, ma",Electronics Engineering,
335,ramapo college of new jersey,bachelor of arts in visual art,09/09,"mahwah, nj",Other Education,
335,county college of morris,associate of fine arts in visual art,09/07,"township of randolph, nj",Other Education,
337,itt technical institute,associate of applied science in computer network engineering,09/13,2013 to 2015,General Science,
338,university of new hampshire,bs in management,09/2009,new hampshire,Other Education,2009
339,pepperdine school of law,master of legal studies in legal,05/19,"malibu, ca",Other Education,
339,purdue university global,bachelor s in paralegal studies,07/13,"indianapolis, in",Other Education,
340,rutgers university,bachelor of the arts in sociology,09/06,"new brunswick, nj",Other Education,
341,california state university,bachelor of science in information systems e-commerce,2016,"seaside, ca",General Science,2016
342,national institute of technology,associates of science,06/87,"livonia, mi",General Science,
343,bowie state university,bachelor of science in computer science,09/15,"bowie, md",Computer Science,
344,southern new hampshire university,bachelor s in cybersecurity,Present,,Information Technology,
344,ecpi university,associate in computer information systems,07/2015,"raleigh, nc",Other Education,2015
345,new york university,diploma in cybersecurity,,"new york, ny",Information Technology,
345,farleigh dickinson university,bachelor of business administration in business administration,,,Business Administration,
346,national university sofia institute of science technology,bachelor of commerce in commerce,08/VA,"alexandria, va",Other Education,
347,university phoenix,msc in business administration,,,Business Administration,
347,university of ibadan,bsc in computer science,,,Computer Science,
348,florida international university,master of science in management information science,,,General Science,
351,addis ababa university,bachelor s degree in marketing management,09/2004,"addis ababa, et",Other Education,2004
353,bunker hill community college,certificate in health information tecnology,09/19,"boston, ma",Other Education,
353,new university of lisbon,bachelor of science in computer science and engineering in computer science,11/03,"lisbon, pt",Computer Science,
354,university of windsor,bs in computer science,,,Computer Science,
355,george mason university,b.a. in economics,09/16,"fairfax, va",Other Education,
355,northern virginia community college,a.s. in general studies,09/14,"annandale, va",Other Education,
356,michigan state university,bachelor of science in environmental planning,09/07,"east lansing, mi",General Science,
357,columbia broadcasting school,radio announcing and advertising,1984/01,"orlando, fl",Other Education,1984
358,"sri krishna college of engineering and technology, coimbatore",b.e. in computer science and engineering,05/01,coimbatore,Computer Science,
